,SMALL LoBO,ME1 BO2,SMALL HiBO,BIG LoBO,ME2 BO2,BIG HiBO
19920313,0.14,0.08,-0.02,0.02,0.22,0.16
19920316,-0.49,-0.36,-0.26,-0.92,-0.5,-0.37
19920317,0.37,0.41,0.67,0.45,0.5,0.65
19920318,0.1,0.09,-0.01,-0.35,-0.27,-0.29
19920319,-0.03,-0.23,-0.57,0.59,0.29,0.33
19920320,-0.19,-0.15,-0.13,-0.24,-0.22,-0.06
19920323,0.07,0.13,-0.15,-0.03,-0.06,0.26
19920324,-0.53,-0.35,-0.31,-0.66,-0.37,-0.26
19920325,0.3,0.25,0.36,0.41,0.37,0.54
19920326,-0.33,-0.24,-0.4,-0.17,-0.08,-0.25
19920327,-0.39,0.06,0,-0.69,-0.4,-0.33
19920330,-0.38,-0.36,-0.62,-0.23,-0.05,-0.13
19920331,0.26,0.17,0.2,-0.14,-0.2,-0.05
19920401,-1.39,-1.25,-1.17,-2.4,-1.72,-1.48
19920402,-0.93,-0.55,-0.3,-1.22,-0.91,-0.77
19920403,-0.34,0.01,0.15,-0.13,0.4,0.61
19920406,0.42,0.44,0.23,0.75,0.91,0.93
19920407,-1.22,-0.77,-0.92,-2.03,-1.57,-1.69
19920408,-1.59,-1.25,-1.41,-2.4,-1.84,-1.52
19920409,0.64,0.36,0.75,0.37,0.6,0.73
19920410,0.95,0.84,0.96,2.99,2.73,2.41
19920413,-0.26,-0.12,0.15,-0.33,-0.24,-0.21
19920414,0.75,0.52,0.79,1.33,1.3,1.35
19920415,0.44,0.46,0.39,0.94,1.1,0.9
19920416,-0.01,0.15,0.05,-0.01,0.29,-0.03
19920417,-0.13,-0.12,-0.09,-0.48,-0.35,-0.34
19920420,-1.06,-0.72,-0.87,-1.32,-1.02,-1.44
19920421,-0.39,-0.17,-0.33,-0.31,-0.28,-0.25
19920422,0.14,0.04,0.17,0.51,0.07,0.07
19920423,0.2,0.1,0.07,1.13,0.89,0.55
19920424,0.27,0.54,0.56,-0.14,0.21,-0.03
19920427,-0.03,0.25,0.19,0.16,0.15,0.56
19920428,-0.35,-0.15,-0.29,0.09,-0.06,0.12
19920429,0.43,0.37,0.57,0.5,0.33,0.39
19920430,0.64,0.73,0.9,0.23,0.41,0.42
19920501,0.44,0.63,0.56,0.25,0.18,-0.13
19920504,0.35,0.25,0.17,0.42,0.39,0.48
19920505,0.24,0.22,0.39,0.2,0.12,0.08
19920506,0.67,0.68,0.56,1.17,0.99,0.85
19920507,0.35,0.38,0.26,0.73,0.59,0.61
19920508,-0.01,-0.05,0,-0.14,-0.12,-0.18
19920511,0.84,0.72,0.64,0.81,0.76,0.7
19920512,0.83,0.87,0.75,0.57,0.52,0.47
19920513,0.31,0.25,0.44,0.7,0.3,0.33
19920514,-0.14,0.03,-0.06,-0.41,-0.5,-0.3
19920515,-0.58,-0.55,-0.5,-1.85,-1.19,-1.32
19920518,0.68,0.74,0.73,1.69,1.33,1.49
19920519,0.32,0.24,0.06,0.7,0.61,0.81
19920520,-0.03,-0.02,-0.16,-0.05,-0.04,-0.11
19920521,-0.26,-0.42,-0.51,-0.49,-0.65,-0.82
19920522,0.19,0.15,0.11,-0.17,0.2,-0.04
19920525,0.27,0.18,0.24,0.59,0.36,0.38
19920526,-0.16,0.05,-0.12,-0.49,-0.31,-0.63
19920527,-0.7,-0.88,-1,-0.94,-1.14,-0.74
19920528,0.22,0.16,0.24,0.47,0.5,0.82
19920529,1.01,1.1,1,1.63,1.2,1.13
19920601,0.13,0.05,0.07,-0.2,-0.11,-0.09
19920602,0.19,0.09,0.15,0.08,-0.07,-0.56
19920603,-0.06,-0.17,-0.15,-0.02,-0.09,-0.16
19920604,-0.03,0.03,0.09,-0.31,-0.21,-0.42
19920605,0.05,0.13,0.06,-0.04,0.06,0.07
19920608,-0.44,-0.53,-0.27,-0.39,-0.51,-0.35
19920609,-0.47,-0.44,-0.54,-0.34,-0.33,-0.34
19920610,-0.47,-0.39,-0.38,-0.25,-0.41,-0.44
19920611,-0.03,-0.17,-0.04,0.14,0.37,0.35
19920612,0.04,0,0.12,-0.44,-0.3,-0.13
19920615,-0.4,-0.28,-0.32,-0.5,-0.54,-0.53
19920616,-0.32,-0.14,-0.06,0.2,0.22,-0.1
19920617,-1.44,-1.18,-1.3,-1.93,-1.52,-1.59
19920618,-0.68,-0.6,-0.61,-1.04,-0.91,-0.71
19920619,0.19,0.18,0.15,0.75,0.73,0.88
19920622,-0.65,-0.47,-0.52,-1.12,-0.82,-0.74
19920623,0.05,-0.09,-0.07,0.4,0.3,0.27
19920624,-0.04,0.21,0.18,-0.25,0.02,-0.16
19920625,0.22,0.36,0.43,1.07,0.82,0.78
19920626,-0.09,-0.14,-0.16,-0.57,-0.33,-0.55
19920629,0.57,0.54,0.66,0.76,0.57,0.75
19920630,0.16,0.1,0.17,0.2,-0.17,0.11
19920701,0.38,0.38,0.07,0.79,0.96,1.07
19920702,0.47,0.31,0.21,0.82,0.55,0.78
19920703,0.04,0.03,0.04,-0.01,0.05,0.08
19920706,-0.16,-0.08,-0.17,-0.3,-0.07,0.22
19920707,-0.25,-0.13,-0.15,-0.43,-0.33,-0.52
19920708,-0.45,-0.51,-0.55,-0.25,-0.3,-0.05
19920709,-0.25,-0.28,-0.42,0.27,0.09,0.2
19920710,0.59,0.65,0.71,0.61,0.53,0.43
19920713,0.5,0.62,0.53,0.8,0.6,0.46
19920714,-0.09,-0.21,-0.19,-0.06,0.03,-0.12
19920715,0.36,0.36,0.39,0.25,0.22,0.22
19920716,-0.18,-0.06,0.1,-0.17,-0.08,-0.04
19920717,-0.3,-0.24,-0.03,-0.95,-0.65,-0.52
19920720,-1.82,-1.84,-1.95,-2.5,-2.35,-2.03
19920721,-0.22,-0.23,-0.24,0.11,-0.05,0.1
19920722,-1.07,-1.07,-0.86,-1.66,-1.42,-1.33
19920723,0.06,0.06,-0.07,0.8,0.81,0.48
19920724,-0.85,-0.71,-1,-1.44,-1.37,-1.07
19920727,0.24,0.2,0.37,-0.02,0.1,0.21
19920728,0.18,0.33,0.29,1.08,0.84,0.92
19920729,-0.38,-0.43,-0.34,0.07,0.36,0.27
19920730,0.23,0.15,0.08,0.73,0.64,0.48
19920731,0.66,0.46,0.48,0.71,0.54,0.53
19920803,-0.08,0.18,-0.03,-0.14,0.02,0.03
19920804,-0.28,-0.25,-0.2,-0.46,-0.15,-0.15
19920805,-0.58,-0.47,-0.53,-0.17,-0.26,-0.23
19920806,-0.51,-0.37,-0.39,-0.42,-0.21,-0.42
19920807,-0.36,-0.28,-0.07,-0.64,-0.64,-0.57
19920810,-1.04,-0.98,-0.88,-1.34,-0.94,-0.89
19920811,-0.98,-0.74,-0.89,-0.85,-0.79,-0.75
19920812,-0.68,-0.59,-0.58,-0.4,-0.42,-0.39
19920813,-0.18,-0.17,-0.36,0.26,0.29,0.38
19920814,0.03,-0.11,-0.32,0.54,0.28,0.55
19920817,0.29,0.21,0.19,0.49,0.51,0.67
19920818,-0.42,-0.4,-0.27,-1.06,-0.82,-0.6
19920819,-0.33,-0.36,-0.21,-0.17,0.19,-0.07
19920820,0.12,0.28,0.25,0.97,0.99,0.82
19920821,0.94,0.96,1,2.55,1.85,1.59
19920824,0.63,1,0.86,0.97,0.63,0.52
19920825,-0.29,-0.07,0.03,-0.87,-0.95,-0.45
19920826,0.01,-0.1,0.23,0.2,0.15,0.23
19920827,1.08,1.08,1.05,2.02,1.63,1.37
19920828,1.29,1.22,1.25,1.73,1.38,0.96
19920831,0.59,0.76,0.79,0.42,0.14,-0.05
19920901,0.26,0.25,0.53,0.06,0,-0.13
19920902,-0.15,-0.18,-0.11,-0.14,-0.2,-0.2
19920903,-0.22,-0.33,-0.29,1.25,0.8,0.97
19920904,0.52,0.56,0.78,1.08,0.83,0.48
19920907,-0.09,-0.07,-0.07,-0.32,-0.42,-0.24
19920908,-0.23,0.08,0,-0.7,-0.39,-0.44
19920909,-0.45,-0.58,-0.83,0.04,-0.3,0.14
19920910,0.66,0.54,0.4,0.4,0.54,0.53
19920911,-1.06,-1.04,-1.28,-2.14,-1.66,-1.31
19920914,0.08,-0.11,-0.05,1.04,1.14,0.86
19920915,-0.53,-0.35,-0.54,-0.99,-0.98,-0.97
19920916,-1.81,-1.85,-1.84,-2.42,-1.69,-1.4
19920917,0.46,0.61,0.67,1.25,1.15,0.83
19920918,-0.06,-0.22,-0.37,0.24,0.23,0.29
19920921,0.27,0.42,0.44,0.21,0,-0.12
19920922,0.04,0.15,0.15,0.44,0.12,0.06
19920923,0.11,0.06,0.12,0.09,0.3,0.15
19920924,0.25,0.24,0.26,0.9,0.28,0.19
19920925,-0.26,0,-0.14,-0.47,-0.35,-0.69
19920928,0.29,0.36,0.46,-0.39,-0.07,-0.15
19920929,0.14,0.43,0.54,0.17,0.14,0.58
19920930,0.14,0.1,0.07,-0.57,-0.57,-0.51
19921001,-0.85,-0.77,-0.82,-0.67,-0.53,-0.49
19921002,-0.2,-0.14,-0.02,-0.4,-0.46,-0.62
19921005,-1.5,-1.4,-1.42,-1.73,-2.01,-1.52
19921006,-0.19,-0.19,-0.1,0.33,0.28,0.15
19921007,-0.21,-0.21,-0.27,-0.48,-0.1,-0.39
19921008,-0.42,-0.57,-0.64,-0.47,-0.12,0.02
19921009,-0.17,-0.02,-0.02,-0.47,-0.48,-0.62
19921012,0.6,0.59,0.63,1.17,0.98,1.29
19921013,0.27,0.25,0.18,0.63,0.6,0.65
19921014,0.14,0.2,0.26,0.01,-0.17,0.05
19921015,0.18,0.19,0.1,0.01,0.36,0.32
19921016,-0.11,-0.3,-0.4,-0.45,-0.19,-0.28
19921019,-0.39,-0.34,-0.35,-0.78,-0.58,-0.39
19921020,-0.49,-0.65,-0.59,-0.18,-0.18,-0.21
19921021,0.34,0.12,0.32,0.53,0.13,0.13
19921022,0.59,0.68,0.88,0.83,0.71,0.36
19921023,-0.22,-0.12,-0.32,-0.17,-0.19,-0.25
19921026,-0.11,-0.26,-0.46,-0.3,-0.26,-0.13
19921027,0.21,0.13,-0.09,0.1,0.38,0.21
19921028,-0.1,-0.22,-0.08,-0.49,-0.53,-0.3
19921029,0.11,-0.06,0.04,-0.12,-0.13,0.04
19921030,-0.18,-0.1,-0.14,-0.01,-0.47,-0.43
19921102,-0.21,-0.39,-0.58,0.26,-0.13,0.17
19921103,0.5,0.37,0.48,0.61,0.42,0.14
19921104,-0.27,-0.43,-0.33,-0.1,-0.36,-0.39
19921105,0.24,0.28,0.06,0,0.02,0.17
19921106,-0.22,-0.23,-0.21,-0.56,-0.71,-0.53
19921109,-0.24,-0.44,-0.33,-0.83,-0.66,-0.67
19921110,0.09,0.16,0.06,0.21,0.46,0.29
19921111,0.53,0.39,0.53,0.1,0.18,0.61
19921112,0,0,0.04,0.47,0.42,0.32
19921113,0.38,0.34,0.42,-0.03,0.02,0.06
19921116,-0.73,-0.73,-0.67,-1.24,-1.16,-0.86
19921117,-0.35,-0.4,-0.35,-0.74,-0.35,-0.19
19921118,0.62,0.65,0.6,1.56,1.6,1.37
19921119,0.28,0.49,0.65,0.2,0.33,0.55
19921120,-0.02,-0.13,-0.3,-0.09,-0.06,-0.08
19921123,0.01,0.08,0.13,-0.13,-0.17,-0.21
19921124,0.33,0.31,0.35,0.48,0.42,0.4
19921125,0.6,0.65,0.64,0.85,0.59,0.42
19921126,0.14,0.08,0.17,0.19,0.03,0.23
19921127,0.17,0.07,0.21,0.21,0.14,0.14
19921130,0.61,0.52,0.4,0.76,0.74,0.34
19921201,0.38,0.42,0.43,-0.23,0.16,0.17
19921202,0.14,-0.06,0.09,-0.11,-0.28,-0.23
19921203,-0.17,-0.1,-0.07,-0.37,-0.12,-0.11
19921204,0.05,-0.03,-0.01,-0.03,0,0.06
19921207,0.79,0.98,1.12,1.05,1.09,1.16
19921208,0.16,0.15,0.15,0.24,0.22,0.33
19921209,-0.25,-0.28,-0.32,-0.39,-0.31,-0.3
19921210,-0.25,-0.15,-0.15,0.08,0.01,-0.07
19921211,-0.07,-0.1,0.02,-0.24,-0.36,-0.23
19921214,0.04,0.14,0.11,-0.09,-0.1,0.06
19921215,-0.42,-0.15,-0.24,-0.12,0.08,-0.07
19921216,0.12,0.23,0.24,-0.01,0.3,0.04
19921217,0.49,0.31,0.54,0.61,0.67,0.75
19921218,0.32,0.34,0.25,0.78,0.95,1.03
19921221,-0.01,0.2,0.18,0.16,0.31,0.15
19921222,-0.48,-0.48,-0.57,-0.1,-0.26,-0.12
19921223,0.08,0.11,-0.07,-0.09,-0.22,-0.37
19921224,0.33,0.19,0.24,0.14,0.25,0.18
19921225,0,-0.06,-0.04,-0.16,-0.15,-0.14
19921228,-0.6,-0.69,-0.63,-1,-0.81,-0.85
19921229,0.27,0.28,0.36,0.21,0.15,0.18
19921230,0.42,0.34,0.38,-0.4,-0.2,-0.37
19921231,0.59,0.55,0.59,-0.07,-0.07,-0.34
19930101,0.02,0.01,0.01,0.02,0.01,0.01
19930104,-0.58,-0.74,-0.74,-0.45,-0.58,-0.43
19930105,0.49,0.54,0.86,0.28,0.72,0.16
19930106,0.11,0.16,0.05,-0.16,-0.23,-0.52
19930107,0.02,0.08,0.06,-0.29,-0.38,-0.68
19930108,-0.31,-0.28,-0.39,-0.47,-0.66,-0.46
19930111,0.51,0.37,0.47,0.3,0.12,0.24
19930112,-0.22,-0.09,-0.12,-0.13,-0.22,-0.18
19930113,-0.09,-0.01,0.06,-0.21,-0.12,-0.02
19930114,0.48,0.32,0.45,0.5,0.36,0.35
19930115,0.22,0.21,0.1,0.23,0.07,0.14
19930118,0.4,0.64,0.72,0.63,0.61,0.26
19930119,0.13,0.25,0.19,0.38,0.09,-0.27
19930120,0.32,0.34,0.29,0,-0.2,-0.07
19930121,-0.21,-0.25,-0.3,-0.15,-0.22,0.17
19930122,0.35,0.43,0.36,0.34,0.31,0.19
19930125,0.85,0.89,1.05,0.74,0.87,0.56
19930126,0.19,0.31,0.15,0.33,0.54,-0.02
19930127,-0.68,-0.64,-0.81,-0.56,-0.7,-0.51
19930128,0.23,0.06,0.13,0.57,0.68,0.56
19930129,-0.01,-0.18,-0.25,-0.22,-0.42,-0.3
19930201,-0.11,-0.02,-0.29,0.16,0.11,0.18
19930202,0.36,0.21,0.2,0.26,0.01,-0.15
19930203,0.6,0.54,0.55,0.82,0.68,0.61
19930204,0.13,0.15,0.41,0.32,0.44,-0.15
19930205,0.12,0.18,-0.01,0.51,0.59,0.12
19930208,0.23,0.2,0.18,0.09,0.24,-0.04
19930209,-0.07,0,-0.1,-0.19,-0.16,-0.19
19930210,0.11,-0.1,-0.09,-0.06,-0.13,0.07
19930211,0.37,0.19,0.27,0.23,0.19,0.25
19930212,-0.02,-0.04,-0.21,0,-0.19,-0.28
19930215,0,0.05,0.07,0.36,0.19,0.28
19930216,-0.91,-0.62,-0.52,-0.89,-0.53,-1.02
19930217,-0.5,-0.43,-0.59,-0.05,0.02,-0.08
19930218,0.59,0.49,0.49,0.24,0.22,0.19
19930219,0.43,0.51,0.33,0.6,0.68,0
19930222,-0.14,0.28,0.17,0.37,0.71,0.34
19930223,-0.23,-0.12,-0.44,-0.58,-0.44,-0.21
19930224,0.01,-0.16,0.02,0.13,-0.2,0.43
19930225,0.14,0.11,0.24,0.32,0.13,0.16
19930226,0.25,0.1,0.09,0.21,0.29,0.53
19930301,0.03,0.17,0.26,-0.03,0.09,0
19930302,0.59,0.65,0.71,0.8,0.9,1.08
19930303,0.58,0.61,0.81,0.67,0.39,0.61
19930304,0.03,0.12,0.22,-0.3,-0.09,-0.44
19930305,-0.17,-0.26,-0.33,-0.39,-0.48,-0.32
19930308,1.01,1.01,0.9,2.38,2.05,2.32
19930309,0.25,0.18,0.23,0.42,0.2,-0.02
19930310,0.21,0.14,0.2,0.03,0.27,0.39
19930311,0.28,0.23,0.26,-0.07,-0.08,-0.05
19930312,-0.1,0.04,-0.12,-0.51,-0.65,-0.51
19930315,0.06,0.22,0.02,-0.05,0.04,-0.02
19930316,0.41,0.42,0.55,0.27,0.42,0.15
19930317,-0.06,-0.12,-0.15,0.22,0.19,-0.39
19930318,1.31,1.23,1.33,2.81,2.02,1.5
19930319,0.09,0.03,0.16,0.25,-0.06,-0.37
19930322,-0.36,-0.31,-0.52,-0.2,-0.33,-0.29
19930323,-0.32,-0.14,-0.15,-0.4,-0.43,-0.32
19930324,-0.41,-0.38,-0.36,-0.7,-0.28,-0.58
19930325,0.6,0.55,0.35,0.69,0.64,0.74
19930326,1.11,0.98,1.09,0.8,0.72,0.68
19930329,0.76,0.54,0.72,0.58,0.76,1.05
19930330,0.51,0.52,0.48,0.01,0.22,0.71
19930331,0.66,0.71,0.89,0.27,0.16,0.5
19930401,0.4,0.65,0.57,1.48,0.85,1.1
19930402,-0.42,-0.3,-0.28,0.48,0.26,-0.15
19930405,0.27,0.3,0.37,0.64,0.79,0.27
19930406,-0.41,-0.67,-0.81,-0.87,-0.7,-0.94
19930407,0.35,0.49,0.45,1.26,0.97,0.44
19930408,0.51,0.45,0.48,0.54,0.54,0.22
19930409,0.38,0.43,0.56,-0.16,0.02,-0.07
19930412,0.42,0.51,0.64,0.54,0.69,0.78
19930413,1.04,1.03,1.21,1.66,1.42,1.33
19930414,0.33,0.19,0.21,-0.41,-0.43,-0.62
19930415,0.3,0.05,0.08,-0.29,-0.21,-0.25
19930416,-0.04,-0.11,0.04,-0.27,-0.28,-0.68
19930419,0.4,0.35,0.37,0.43,0.2,0.43
19930420,0.1,0,-0.04,-0.32,-0.19,-0.06
19930421,0.03,-0.14,-0.14,-0.49,-0.41,-0.5
19930422,0.16,0.22,0.38,0.17,0.14,-0.59
19930423,0,-0.12,0.04,0.12,-0.29,-0.2
19930426,-0.12,-0.04,-0.06,-0.24,-0.14,0.13
19930427,-0.07,-0.31,-0.38,0.42,0.25,0.84
19930428,0.73,0.63,0.65,0.76,0.49,0.19
19930429,0.34,0.2,0.24,0.08,0.14,0.06
19930430,1.11,0.84,0.8,0.96,0.82,0.84
19930503,0.25,0.21,0.25,0.26,0.21,0.42
19930504,0.67,0.72,0.61,0.41,0.46,0.45
19930505,0.34,0.22,0.23,0.03,0.04,0.13
19930506,0.57,0.62,0.47,-0.08,0.08,-0.34
19930507,0.2,0.11,0.06,-0.17,-0.25,-0.23
19930510,-0.44,-0.5,-0.41,-0.24,-0.51,-0.3
19930511,0.96,0.87,0.88,0.39,0.17,0.26
19930512,0.12,0.15,0.06,-0.49,-0.33,-0.6
19930513,-0.04,-0.1,-0.37,-0.45,-0.49,-0.7
19930514,0.52,0.71,0.62,0.11,0.32,0.74
19930517,-0.2,-0.29,-0.19,-0.18,-0.1,-0.02
19930518,-0.06,-0.37,-0.33,-0.41,-0.53,-0.45
19930519,0.46,0.43,0.58,0.84,0.77,1.07
19930520,0.24,0.3,0.33,0.29,0.27,0.43
19930521,0.39,0.27,0.17,0.13,0.12,-0.16
19930524,0.15,0.03,-0.03,-0.07,-0.01,0.1
19930525,0.84,0.97,1.08,1.04,0.84,0.83
19930526,0.94,0.79,1.06,1.56,1.13,0.76
19930527,1.22,1.25,1.17,1.22,1.18,0.34
19930528,0.59,0.46,0.43,0.03,-0.02,-0.01
19930531,-0.12,-0.21,-0.33,-0.65,-0.44,-0.45
19930601,0.27,0.13,0,0.21,0.29,0.35
19930602,0.06,-0.02,-0.06,0.17,0.01,-0.13
19930603,0.51,0.44,0.26,0.92,0.59,0.24
19930604,-0.41,-0.58,-0.85,-0.95,-0.96,-1.26
19930607,0.06,0.08,0.24,0.04,0.4,0
19930608,-0.57,-0.46,-0.15,-0.19,-0.27,-0.4
19930609,0.01,-0.07,0.04,0.27,0.22,0.07
19930610,0.03,-0.05,0.08,0.03,0.05,0.31
19930611,0.18,0.13,-0.05,0.21,0.08,0.38
19930614,0.23,0.21,0.32,0.55,0.43,0.49
19930615,-1.35,-1.34,-1.13,-1.66,-1.53,-1.33
19930616,-0.8,-0.97,-0.79,-0.66,-0.46,-0.56
19930617,-0.26,-0.38,-0.46,-0.22,-0.23,-0.29
19930618,-0.87,-1.04,-1.08,-1.19,-1.34,-1.53
19930621,-1.77,-1.65,-1.47,-1.52,-1.16,-1.41
19930622,0.1,-0.11,-0.23,0.45,0.27,0.3
19930623,0.57,0.62,0.58,0.78,0.35,0.61
19930624,0.45,0.31,0.38,0.8,0.37,0.73
19930625,0.97,1.16,1.22,0.95,0.92,0.78
19930628,0.85,0.83,0.82,1.33,1.11,0.94
19930629,-0.04,0.16,0.23,-0.59,-0.38,-0.34
19930630,-0.38,-0.36,-0.58,-0.17,-0.52,-0.73
19930701,0.49,0.53,0.59,0.66,0.68,0.34
19930702,-0.39,-0.31,-0.35,-1.08,-0.97,-1
19930705,-0.24,-0.26,-0.15,-0.18,-0.23,-0.22
19930706,-0.12,-0.1,-0.16,-0.05,-0.14,-0.34
19930707,0.05,0,0.04,0.26,0.2,0.32
19930708,-0.05,-0.06,0.01,0.12,0.51,0.57
19930709,-0.15,-0.37,-0.37,-0.21,-0.26,-0.19
19930712,0.02,0.21,-0.1,0.35,0.27,0.21
19930713,0.67,0.74,0.75,1.19,1.16,0.88
19930714,0.52,0.57,0.56,0.53,0.32,0.53
19930715,-0.33,-0.21,-0.28,-0.29,-0.57,-0.51
19930716,0.06,0.13,0.12,0.43,0.37,-0.04
19930719,-0.29,-0.17,-0.01,-0.45,-0.28,-0.29
19930720,0.04,0.26,0.24,0.08,-0.11,0.24
19930721,-0.13,-0.17,-0.09,-0.02,-0.05,-0.16
19930722,-0.06,0.15,0.11,0.44,0.56,0.37
19930723,-0.53,-0.58,-0.56,-0.89,-0.91,-0.79
19930726,0.2,0.16,0.34,0.55,0.69,0.53
19930727,-0.02,-0.02,0.12,0.41,0.41,0.13
19930728,0.49,0.43,0.51,0.04,0.23,0.07
19930729,0.2,-0.1,-0.16,0.98,0.69,0.74
19930730,0.58,0.51,0.52,0.65,0.55,0.17
19930802,0.79,0.69,0.84,0.74,0.97,0.6
19930803,0.35,0.47,0.44,0.25,0.29,0.03
19930804,0.2,0.12,0.28,0.61,0.28,-0.01
19930805,-0.1,-0.1,0.03,-0.16,-0.19,0.01
19930806,0.28,0.34,0.25,0.3,0.1,0.14
19930809,0,0.09,-0.04,0.08,0.16,0.14
19930810,-0.07,-0.02,-0.13,-0.08,-0.34,-0.2
19930811,0.55,0.58,0.61,0.99,0.95,0.85
19930812,0.37,0.27,0.45,0.6,0.24,0.26
19930813,0.54,0.43,0.35,0.55,0.31,0.39
19930816,0.68,0.75,0.82,0.68,0.92,0.8
19930817,0.24,0.29,0.16,0.2,0.13,0.43
19930818,0.8,0.83,0.9,0.35,0.4,0.68
19930819,-0.9,-0.87,-0.78,-1.7,-1.82,-1.41
19930820,0.52,0.62,0.59,0.26,0.49,0.39
19930823,-0.25,-0.16,-0.28,-0.29,-0.19,-0.24
19930824,0.13,0.07,0.08,0.07,0.02,0.28
19930825,-0.07,-0.13,-0.15,-0.06,-0.11,-0.3
19930826,0.37,0.52,0.6,0.58,0.59,0.62
19930827,0.51,0.43,0.55,0.67,0.5,0.57
19930830,0.25,0.05,0.01,0.26,0.22,0.24
19930831,0.18,0.15,0.38,0.11,0.26,0.19
19930901,0.04,0.18,0.15,-0.33,-0.31,-0.12
19930902,0.01,0.1,0.21,-0.19,-0.25,-0.09
19930903,0.82,0.92,0.99,0.87,0.86,0.61
19930906,0.17,0.14,0.13,0.1,-0.08,0.06
19930907,-0.53,-0.24,-0.23,-0.39,-0.38,-0.54
19930908,-0.99,-0.79,-0.71,-0.99,-0.86,-0.78
19930909,0.58,0.38,0.29,0.46,0.26,-0.01
19930910,0.3,0.22,0.33,0.06,0.12,0.3
19930913,-0.17,-0.02,-0.1,0.24,0.12,0.23
19930914,-0.51,-0.4,-0.35,-0.47,-0.32,-0.33
19930915,0.18,0.22,0.3,-0.12,-0.03,0.06
19930916,-0.04,-0.07,-0.15,-0.33,-0.19,-0.2
19930917,-0.18,-0.15,-0.2,-0.3,-0.17,-0.25
19930920,-0.13,-0.11,-0.05,-0.39,-0.42,-0.48
19930921,-1.2,-1.17,-1.28,-1.09,-0.98,-0.73
19930922,0.03,0.1,0.09,-0.22,-0.29,0.15
19930923,0.31,0.22,0.1,0.26,0.1,0.33
19930924,0.17,0.11,0.09,0.16,0.19,-0.04
19930927,0.37,0.28,0.35,0.34,0.42,0.41
19930928,0.43,0.44,0.7,0.61,0.68,0.53
19930929,-0.09,0.11,0.03,-0.38,0.04,-0.44
19930930,0.01,-0.23,-0.27,-0.51,-0.35,-0.57
19931001,0.2,0.26,0.28,0.68,0.48,0.56
19931004,0.17,0.22,0.36,0.47,0.37,0.32
19931005,0.15,0.05,0.18,0.33,0.13,0.24
19931006,0.65,0.57,0.7,0.82,0.6,0.68
19931007,0.16,0.12,0.18,-0.04,-0.06,-0.13
19931008,0.26,0.24,0.26,0.04,0.31,0.21
19931011,0.34,0.25,0.17,0.09,0.04,0.16
19931012,0.43,0.25,0.27,-0.08,0.23,-0.04
19931013,0.12,-0.05,0.03,-0.32,-0.25,-0.12
19931014,-0.16,-0.23,-0.33,-0.37,-0.47,0.38
19931015,0.32,0.34,0.26,0.51,0.61,0.94
19931018,-0.46,-0.48,-0.44,-0.45,-0.38,-0.31
19931019,-0.63,-0.48,-0.35,-0.38,-0.27,-0.35
19931020,-0.04,0,-0.05,0,0.17,0.11
19931021,-0.32,-0.43,-0.45,-0.27,-0.38,-0.52
19931022,-0.03,0.04,-0.15,0.46,0.45,0.03
19931025,-0.31,-0.27,-0.31,-0.28,0.09,-0.11
19931026,-0.32,-0.18,-0.09,-0.59,-0.3,-0.52
19931027,0.02,-0.02,-0.02,-0.44,-0.37,-0.3
19931028,0.33,0.28,0.39,-0.01,-0.15,0.23
19931029,0.35,0.16,0.18,0.42,0.52,0.43
19931101,0.16,0.19,0.3,0.17,0.09,0.11
19931102,0.09,0.14,0.13,0.07,0.06,0.14
19931103,-0.06,0.05,0.13,-0.32,-0.3,-0.3
19931104,-1.09,-0.97,-0.87,-1.37,-1.14,-1.3
19931105,-0.9,-0.71,-0.77,-0.95,-0.85,-0.63
19931108,0.15,0.14,0.06,0.36,0.39,0.27
19931109,-0.36,-0.3,-0.24,-0.85,-0.9,-0.69
19931110,0.24,0.1,0.02,0.3,0.22,0.55
19931111,0.25,0.1,0.14,0.28,0.07,0.31
19931112,0.8,0.6,0.71,1.27,1.29,1.11
19931115,-0.66,-0.52,-0.52,-0.96,-1.06,-0.85
19931116,-0.26,-0.32,-0.23,0,0.31,0.37
19931117,-0.25,-0.11,-0.04,-0.35,-0.04,-0.34
19931118,-0.44,-0.43,-0.49,-0.26,-0.03,-0.15
19931119,-0.49,-0.42,-0.62,-1.11,-0.78,-0.81
19931122,-1.2,-0.92,-0.94,-1.89,-1.5,-1.56
19931123,0.01,-0.05,0.06,0.14,0.22,0.18
19931124,0.11,0.16,0.06,-0.03,-0.47,-0.08
19931125,-0.12,-0.2,-0.16,0.36,0.17,0.17
19931126,-0.44,-0.49,-0.48,-0.87,-1.45,-0.71
19931129,-0.76,-0.56,-0.42,-1.51,-2.29,-1.1
19931130,0.13,0.02,0.08,0.34,0.69,0.57
19931201,1.14,0.84,0.83,2.25,2.3,1.53
19931202,0.72,0.82,0.93,0.88,0.69,0.54
19931203,0.28,0.43,0.39,0.08,0.5,0.31
19931206,0.31,0.52,0.56,-0.32,-0.11,-0.12
19931207,-0.15,-0.08,-0.23,0.46,0.17,0.21
19931208,-0.04,-0.19,-0.29,-0.46,-0.76,-0.65
19931209,0.24,0.24,0.33,1.04,1.03,0.73
19931210,0.25,0.28,0.42,0.31,0.47,0.1
19931213,-0.18,-0.09,-0.04,0.13,0.21,0.28
