,SMALL LoOP,ME1 OP2,SMALL HiOP,BIG LoOP,ME2 OP2,BIG HiOP
19650430,0.14,-0.03,0.11,-0.03,0.19,0.25
19650503,-0.41,-0.14,-0.09,0.06,0.36,-0.04
19650504,0.12,0.06,-0.01,0.31,0.26,0.42
19650505,0.09,-0.14,0.15,0.53,0.2,0.3
19650506,0.32,0.19,0.39,0.04,0.11,0.51
19650507,-0.05,0.03,-0.03,0.1,-0.05,-0.15
19650510,0.07,0.21,0.07,-0.07,-0.19,-0.02
19650511,-0.12,-0.33,-0.12,-0.19,0.03,-0.14
19650512,0.5,0.25,0.34,0.33,0.48,0.39
19650513,0.71,0.52,0.49,0.2,0.27,0.48
19650514,0.27,0.18,0.24,0,-0.24,-0.11
19650517,-0.23,-0.13,-0.03,-0.34,-0.45,-0.79
19650518,0.19,-0.01,0.02,0.23,-0.2,-0.01
19650519,0.42,0.35,0.25,0.29,0.38,0.05
19650520,-0.78,-0.43,-0.62,-0.22,-0.25,-0.82
19650521,-0.53,-0.28,-0.16,-0.39,-0.51,-0.41
19650524,-0.84,-0.73,-0.64,-0.59,-0.37,-1.16
19650525,0.61,0.6,0.76,0.71,0.35,0.81
19650526,-0.52,-0.34,-0.64,-0.33,-0.02,-0.37
19650527,-0.67,-0.54,-0.7,-0.43,-0.47,-0.61
19650528,0.61,0.53,0.88,0.45,0.46,0.91
19650601,-0.74,-0.76,-0.6,-0.78,-0.34,-1.06
19650602,-1.29,-1.36,-1.04,-0.92,-0.86,-0.45
19650603,-0.39,-0.21,-0.41,-0.46,-0.05,-0.3
19650604,0.4,0.38,0.09,0.23,0.28,0.17
19650607,-0.57,-0.58,-0.52,-0.21,-0.3,-0.25
19650608,-1.34,-1.38,-1.32,-1.26,-0.97,-1.06
19650609,-1.26,-1,-1.36,-1.1,-0.95,-1.1
19650610,-1.27,-0.79,-1.09,-0.56,-0.15,-0.52
19650611,0.56,0.27,0.19,0.6,0.25,0.61
19650614,-2.24,-2.06,-2.34,-1.37,-1.11,-1.37
19650615,0.78,0.16,0.59,0.59,0.28,0.7
19650616,1.34,1.54,1.97,1.34,0.81,0.8
19650617,0.62,0.87,0.69,0.41,0.75,0.51
19650618,-0.53,-0.48,-0.45,-0.53,-0.34,-0.52
19650621,-0.56,-0.55,-0.63,-0.39,-0.34,-0.3
19650622,0.39,0.21,0,0.51,0.25,0.07
19650623,-0.76,-0.62,-0.65,-0.32,-0.67,-0.67
19650624,-2.21,-1.99,-2.19,-1.73,-0.91,-1.55
19650625,-1,-1.04,-1.03,-0.85,-0.55,-0.56
19650628,-3.37,-3.29,-3.72,-2.19,-1.54,-1.8
19650629,0.47,0.13,0.17,0.95,0.48,1.35
19650630,2.94,3.39,4,2.3,2.17,2.01
19650701,0.92,0.7,0.53,0.61,0.31,0.54
19650702,0.94,0.78,1.02,0.91,0.73,0.87
19650706,-0.24,0.26,0.11,-0.3,-0.02,-0.33
19650707,-0.5,-0.34,-0.43,-0.08,-0.26,-0.47
19650708,0.95,0.57,0.76,0.9,0.5,1.23
19650709,0.82,0.74,0.95,0.47,0.42,0.27
19650712,-0.15,0.49,-0.2,0.28,-0.09,0.02
19650713,-0.51,-0.12,-0.38,-0.05,-0.04,-0.19
19650714,0.56,0.34,0.36,0.26,0.1,0.53
19650715,0.3,0.19,0.25,-0.12,-0.07,-0.17
19650716,0.02,0.03,0.03,0.18,-0.05,-0.08
19650719,0.01,-0.14,-0.11,-0.03,-0.09,-0.09
19650720,-1.77,-1,-1.67,-1.19,-0.98,-1.53
19650721,-0.51,-0.56,-0.8,-0.28,-0.46,-0.75
19650722,0.1,0.06,-0.15,-0.35,-0.27,-0.15
19650723,0.05,0.35,0,0.37,0.12,0.38
19650726,-0.03,0.29,0.07,0.12,-0.17,0.15
19650727,0.1,-0.38,-0.15,-0.17,-0.13,-0.27
19650728,0.06,0.23,-0.03,0.24,-0.05,0.38
19650729,0.9,0.85,0.88,1.11,0.54,0.8
19650730,0.81,0.62,1.02,0.76,0.73,0.55
19650802,0.24,0.07,0.12,0.18,0.08,0.4
19650803,-0.1,0.05,0.18,0.09,0.11,0.2
19650804,0.68,0.78,0.63,0.3,0.27,0.6
19650805,0.28,0.34,0.15,0.2,-0.03,-0.08
19650806,0.27,0.04,0.52,0.34,0.3,0.46
19650809,0.12,0.18,0.08,-0.04,-0.26,-0.07
19650810,0.22,0.6,0.31,-0.1,0.03,0.07
19650811,0.53,0.6,0.68,0.25,0.37,0.29
19650812,0.49,0.6,0.46,0.17,0.19,0.43
19650813,0.43,0.14,0.71,0.41,0.42,0.47
19650816,0.34,-0.15,0.39,0.13,0,0.33
19650817,-0.04,0.2,0.13,0.17,0.11,0.34
19650818,0.17,0.15,0.02,-0.33,0.04,0.12
19650819,-0.43,-0.56,-0.58,-0.24,0,-0.43
19650820,0.06,0.1,0.13,-0.12,-0.07,-0.1
19650823,-0.03,-0.14,-0.06,-0.47,-0.23,0.1
19650824,0.14,0.33,0.42,-0.04,0.02,0.47
19650825,0.2,0.39,0.42,0.1,0.13,0.18
19650826,0.29,0.4,0.24,0.32,0.45,0.32
19650827,0.33,0.25,0.41,0.48,-0.01,0.1
19650830,0.27,0.15,0.54,0.09,0.11,-0.06
19650831,0.41,0.05,0.07,-0.24,-0.08,0.03
19650901,0.02,0.05,0.23,0.19,0.21,-0.14
19650902,0.38,0.72,0.68,0.52,0.41,0.72
19650903,0.61,0.36,0.56,0.43,0.45,0.51
19650907,0.24,0.34,0.28,0.39,0.14,0.65
19650908,0.46,0.39,0.13,0.07,0.31,0.41
19650909,0.59,0.36,-0.03,0.4,0.09,0.41
19650910,0.41,0.39,0.39,0.84,0.17,0.23
19650913,0.18,0.55,0.25,0.44,0.2,0.34
19650914,-0.6,-0.87,-0.64,-0.51,-0.11,-0.71
19650915,0.78,0.37,0.44,0.26,0.52,0.56
19650916,0.38,0.43,0.47,0.46,0.48,0.62
19650917,0.11,0.31,0.16,0.15,0.05,-0.05
19650920,0.3,0.27,0.43,0.22,0,0.04
19650921,-0.33,-0.32,-0.14,0.16,-0.34,-0.35
19650922,0.86,0.85,0.71,0.21,0.34,0.71
19650923,-0.87,-0.63,-0.63,-0.58,-0.34,-0.3
19650924,0.85,0.2,0.24,0.35,0.11,0.27
19650927,0.64,0.73,0.62,0.58,0.54,0.75
19650928,-0.1,0.22,-0.15,-0.23,-0.29,-0.21
19650929,-0.4,-0.2,-0.79,-0.31,-0.31,-0.67
19650930,0.31,-0.22,-0.07,-0.06,-0.17,0.1
19651001,0.6,-0.01,-0.09,0.34,-0.05,-0.23
19651004,0.75,0.63,0.77,0.1,-0.01,0.53
19651005,0.7,0.58,0.8,0.71,0.47,0.7
19651006,-0.43,-0.14,0.03,-0.01,0,-0.13
19651007,0.25,-0.06,0.4,-0.09,-0.1,-0.05
19651008,1.41,1.12,0.86,0.55,0.12,0.68
19651011,0.79,0.98,0.77,0.33,0.34,0.89
19651012,0.17,0.3,0.4,-0.21,0.06,-0.22
19651013,0.17,0.61,0.17,-0.32,0.05,0.09
19651014,0.52,0.21,0.03,-0.45,-0.41,0.19
19651015,0.98,0.39,0.23,0.23,0.21,0.22
19651018,0.59,0.78,0.52,0.24,0.23,0.38
19651019,-0.18,-0.07,0.37,0.39,0.18,0.09
19651020,0.16,0.42,0.05,-0.31,0.07,0
19651021,0.67,0.28,0.58,0.59,0.04,0.1
19651022,-0.44,-0.01,0.15,-0.37,0.08,0.01
19651025,-0.82,-0.98,-0.56,-0.31,-0.36,-0.4
19651026,0.43,0.32,0.62,0.41,0.34,0.81
19651027,0.37,0.42,0.32,0.55,0.1,0.62
19651028,-0.26,-0.25,-0.27,-0.17,-0.55,-0.1
19651029,0.22,0.18,0.4,0.05,0.32,0.27
19651101,-0.03,0.06,-0.12,-0.34,-0.04,-0.03
19651103,0.61,-0.02,0.52,0.09,0.03,0.22
19651104,0.56,-0.03,0.37,0.52,0.12,0.21
19651105,0.34,0.17,0.45,0.22,0.08,0.06
19651108,-0.16,-0.31,-0.24,-0.2,-0.41,-0.31
19651109,0.11,-0.11,-0.38,-0.07,-0.29,-0.29
19651110,0.12,-0.01,0.14,0.2,0.05,-0.36
19651111,0.46,0.29,0.46,0.04,0.27,0.38
19651112,1.04,0.85,0.68,0.13,0.42,0.66
19651115,0.67,0.67,0.38,-0.34,0.03,0.36
19651116,0.32,0.41,0.17,0.18,-0.25,-0.15
19651117,-0.62,-0.45,-0.12,0.04,0.49,0.02
19651118,0.46,0.22,-0.07,-0.37,-0.51,-0.24
19651119,0.55,0.33,0.41,-0.2,0,0.14
19651122,-0.35,-0.32,-0.13,-0.57,-0.54,-0.58
19651123,0.28,0.51,0.41,0.2,0.08,0.26
19651124,0.59,0.46,0.41,0.6,-0.01,0.18
19651126,0.78,0.87,0.54,0.33,-0.02,0.43
19651129,0.4,0.37,0.59,0.25,-0.44,-0.14
19651130,0.27,0.1,-0.01,-0.04,-0.1,-0.27
19651201,0.38,0.38,0.25,0.12,0.12,-0.39
19651202,0.07,0.11,0.15,-0.24,-0.27,-0.36
19651203,0.25,0.23,0.5,-0.2,-0.09,0.37
19651206,-1.44,-0.92,-0.9,-0.77,-0.68,-0.76
19651207,2.1,1.49,1.56,0.89,0.69,1.18
19651208,0.36,0.12,0.49,-0.09,-0.14,-0.07
19651209,1.14,0.37,0.64,0.26,0.26,0.36
19651210,0.68,0.35,0.29,0.2,0.33,0.2
19651213,0.68,0.57,0.42,0.07,-0.03,0.24
19651214,0.35,0.22,0.14,0.38,0.02,-0.05
19651215,0.32,0.3,0.15,0.44,0.34,-0.16
19651216,0.46,0.37,0.44,0.17,0.09,0.12
19651217,0.35,0.5,0.27,-0.11,0.02,0.03
19651220,-0.87,-0.63,-0.8,-0.95,-0.22,-0.64
19651221,0.47,0.59,0.36,0.32,0.37,0.3
19651222,-0.95,-0.33,-0.6,0.42,0.51,-0.02
19651223,-0.27,-0.53,-0.11,-0.42,0.08,-0.24
19651227,-0.67,-0.62,-0.48,-0.28,-0.79,-0.63
19651228,0.22,-0.29,-0.62,0.25,0.04,-0.16
19651229,0.54,0.35,0.86,0.61,0.1,0.33
19651230,0.57,0.37,0.46,0.44,0.3,0.44
19651231,0.28,0.4,0.44,0.21,0.09,0.44
19660103,0.76,0.41,0.17,-0.2,-0.15,-0.5
19660104,0.59,0.35,0.52,0.06,0.04,0.1
19660105,0.44,0.69,0.8,0.24,0.56,0.72
19660106,-0.17,-0.16,0.07,0.32,0.2,0.16
19660107,0.49,0.06,0.05,0.02,0.14,0.1
19660110,0.83,0.25,0.48,0.17,0.08,0.24
19660111,0.48,0.22,0.06,0.18,-0.21,0.31
19660112,0.26,0.42,-0.22,0.14,-0.28,-0.16
19660113,0.68,0.93,0.72,0.37,-0.04,0.32
19660114,0.29,0.33,0.24,0.32,0.09,0.16
19660117,0.94,0.56,0.77,0.49,0.12,0.46
19660118,0.5,0.28,0.21,0.33,0.14,0.21
19660119,-0.3,-0.22,-0.27,0.18,-0.29,-0.34
19660120,0.15,0.09,0,-0.44,-0.12,-0.49
19660121,0.36,-0.1,0.42,0.14,0.05,0.18
19660124,0.68,0.65,0.37,0.52,0,0.43
19660125,0.8,0.12,0.17,0.46,-0.07,0.34
19660126,0.06,0.21,0,0.26,-0.33,-0.14
19660127,0.26,0.02,0.12,0.23,-0.13,-0.06
19660128,-0.11,0.36,0.03,-0.27,-0.29,-0.46
19660131,-0.6,-0.16,-0.26,-0.32,-0.51,-0.42
19660201,-1.99,-1.6,-1.52,-1.35,-0.7,-0.41
19660202,1.08,0.63,0.52,0.46,0.4,0.36
19660203,-0.05,0.07,0.39,0.11,0.36,-0.02
19660204,0.71,0.63,0.27,0.15,0.74,0.67
19660207,0.83,0.52,0.81,0.31,0.58,0.08
19660208,0.08,-0.49,-0.36,0.1,-0.13,0.12
19660209,1.42,0.83,0.94,0.65,0.17,0.84
19660210,0.39,0.08,0.14,0.01,-0.33,-0.08
19660211,0.33,0.44,0.85,0.12,-0.21,0.09
19660214,0.16,0.12,0.32,0.02,-0.21,-0.15
19660215,-0.46,-0.06,-0.31,-0.53,-0.33,-0.56
19660216,0.43,0.45,0.16,0.13,-0.2,0.23
19660217,-0.41,-0.38,-0.23,-0.6,-0.38,-0.66
19660218,0.75,0.22,0.03,-0.36,-0.36,-0.17
19660221,-0.12,-0.47,-0.06,-0.59,-0.51,-0.63
19660223,0.08,-0.42,-0.72,-0.53,-0.23,-0.51
19660224,-0.23,-0.14,-0.62,-0.62,-0.52,-0.47
19660225,0.84,0.79,1.06,0.33,0.16,0.4
19660228,0.98,1.07,1.27,0.2,-0.24,0.4
19660301,-1.81,-1.17,-1.56,-1.75,-1.07,-1.27
19660302,-1.18,-1.25,-1.17,-1.09,-0.8,-1.1
19660303,1.49,0.81,0.5,0.46,0.18,0.43
19660304,-0.25,-0.07,0.12,-0.68,-0.07,-0.3
19660307,-1.92,-1.6,-1.45,-1.34,-0.79,-1.7
19660308,-0.31,-0.66,-0.69,-0.16,0.04,0.34
19660309,1.27,1.36,1.15,1.06,0.5,1.24
19660310,-0.62,-0.19,-0.02,-0.09,0.2,-0.1
19660311,0.47,0.37,0.09,0.24,0.1,-0.42
19660314,-1.7,-1.4,-1.22,-1.05,-0.94,-1.14
19660315,-2.15,-1.85,-2.26,-1.03,-0.39,-0.53
19660316,0.67,0.42,0.52,0.45,0.28,0.94
19660317,0.35,0.39,0.37,0.37,0.38,0.26
19660318,1,0.81,0.8,0.43,0.24,0.6
19660321,1.56,1.46,1.39,0.94,0.38,1.08
19660322,0.25,0.49,0.59,0.29,0.06,0.51
19660323,-0.43,0.11,0.33,-0.27,-0.29,-0.41
19660324,0.1,0.45,0.68,-0.05,-0.13,0.6
19660325,0.55,0.77,0.28,0.16,0.18,0.53
19660328,1.16,0.96,0.28,0.4,0.07,0.04
19660329,-0.54,-0.7,-0.61,-0.46,-0.32,-0.36
19660330,-0.86,-1.16,-0.56,-0.87,-0.79,-0.89
19660331,0.52,0.25,0.28,0.79,0.33,0.77
19660401,0.93,0.46,0.49,0.67,0.76,0.83
19660404,1.09,1.23,0.75,0.78,1.11,0.63
19660405,0.66,1.02,1.03,1,0.59,0.37
19660406,0.53,0.21,0.52,0.51,0.17,0.27
19660407,0.71,0.68,0.88,0.18,-0.05,0.55
19660411,0.67,0.82,1.21,0.07,-0.38,0.54
19660412,-0.11,-0.11,-0.49,-0.82,-0.19,-0.26
19660413,0.84,0.32,0.31,0.07,-0.1,0.29
19660414,0.31,0.23,0.29,0.69,0.24,0.32
19660415,0.33,0.32,0.17,-0.15,0.09,0.2
19660418,-0.41,-0.47,-0.48,-0.14,-0.08,-0.91
19660419,0.89,0.66,0.58,-0.14,0.11,-0.13
19660420,0.73,0.88,1.05,0.33,0.63,0.49
19660421,0.43,0.02,0.42,0.22,0.48,0.37
19660422,-0.47,-0.34,-0.46,-0.1,-0.15,-0.27
19660425,-0.13,-0.04,-0.08,-0.01,-0.11,-0.31
19660426,-0.16,-0.33,-0.11,-0.19,-0.11,-0.01
19660427,-0.57,-0.45,-0.23,-0.18,0,-0.46
19660428,-0.99,-0.99,-0.8,-0.79,-0.53,-0.57
19660429,0.4,0.32,0.79,-0.15,-0.29,0.32
19660502,-0.65,0.08,-0.09,-0.46,-0.06,0.07
19660503,-1.94,-1.53,-1.75,-1.16,-0.86,-1.21
19660504,-0.7,-0.64,-0.74,-0.68,-0.33,-0.56
19660505,-3.18,-2.6,-2.86,-1.64,-1.08,-2.09
19660506,-0.93,-1.29,-1.44,-0.12,-0.25,-0.06
19660509,-2.57,-2.07,-1.69,-1.46,-1.04,-2.12
19660510,1.18,1.03,0.77,0.95,0.6,1.1
19660511,0.18,0.02,0.15,0.06,0.11,0.44
19660512,-2.36,-1.88,-1.64,-1.3,-0.83,-1.44
19660513,-1.88,-1.74,-1.68,-1,-0.76,-0.9
19660516,-3.11,-2.55,-2.61,-1.32,-0.85,-1.83
19660517,-2.01,-2,-2.27,-0.91,-0.73,-0.79
19660518,3.42,2.35,2.49,1.61,1.04,2.64
19660519,-0.72,0.17,0.39,-0.2,-0.01,-0.09
19660520,0.87,0.67,0.87,0.5,0.23,0.77
19660523,1.55,1.08,1.44,0.91,0.5,1.19
19660524,1.24,1.44,1.35,0.2,0.55,1
19660525,0.79,0.4,0.52,0.49,0.18,0.56
19660526,-0.15,0.06,-0.36,0.11,0.11,0
19660527,0.64,0.58,0.38,0.59,0.2,0.3
19660531,-1.48,-1.12,-0.97,-1.34,-1,-1.67
19660601,-0.01,0.06,-0.35,-0.12,0.08,0.03
19660602,0.06,0.45,0.33,0.25,-0.07,-0.2
19660603,0.1,0.24,0.14,0.05,-0.01,0.25
19660606,-1.01,-0.89,-0.77,-0.87,-0.43,-0.93
19660607,-1.11,-0.87,-0.83,-0.48,-0.53,-0.86
19660608,0.64,0.28,0.31,0.19,-0.1,0.42
19660609,1.11,1.05,0.99,0.52,0.42,1.07
19660610,1.89,1.62,1.56,0.78,1.29,0.86
19660613,0.73,0.9,0.88,0.49,0.56,0.36
19660614,0.58,0.47,0.38,0.52,0.22,0.45
19660615,-0.04,0.17,0.16,0.03,-0.42,-0.6
19660616,0,0.34,-0.01,-0.46,-0.55,0.1
19660617,-0.01,0.25,0.04,-0.13,-0.19,0.35
19660620,0.11,-0.06,0.05,0.17,0.02,-0.16
19660621,0.73,0.52,0.7,0.22,0.19,0.59
19660622,0.64,0.15,1.05,0.14,0.23,0.1
19660623,-0.67,-0.55,-0.71,-0.12,-0.07,-0.81
19660624,0.04,0.03,-0.15,-0.05,0.35,-0.29
19660627,-1.21,-0.57,-0.6,-0.71,-0.14,-1.01
19660628,-0.59,-0.39,-0.43,-0.38,-0.62,-0.35
19660629,-1.52,-1.48,-1.33,-1.11,-0.76,-1.04
19660630,-0.61,-0.55,-0.98,-0.19,-0.22,0.05
19660701,1.14,1.1,1.05,1.1,0.68,1.25
19660705,-0.04,0.39,0.07,0.1,0.11,0.29
19660706,0.96,1.06,1.46,1.28,1.06,1.76
19660707,0.38,0.33,0.24,0.31,0.43,0.4
19660708,0.21,0.28,0.27,0.15,0.21,0.12
19660711,-0.06,0.06,0.19,-0.6,0.05,-0.08
19660712,-0.18,-0.05,-0.57,-0.67,-0.2,-0.58
19660713,-0.33,-0.43,-0.48,-0.61,-0.39,-0.81
19660714,0.57,0.55,0.27,1.06,0.34,0.54
19660715,0.28,0.46,0.58,0.23,0.31,0.35
19660718,-0.16,-0.38,0.02,-0.24,-0.05,-0.06
19660719,-0.76,-0.74,-0.79,-0.67,-0.66,-0.81
19660720,-0.59,-0.46,-0.64,-0.85,-0.66,-1.17
19660721,-0.24,-0.46,-0.17,-0.01,-0.23,0.18
19660722,0.4,0.11,-0.19,-0.13,-0.19,-0.08
19660725,-2.77,-1.84,-2.53,-1.55,-1.48,-2.32
19660726,-0.94,-1.03,-0.82,-0.28,-0.6,0.19
19660727,0.83,0.52,0.4,0.55,0.43,0.47
19660728,-0.33,-0.18,-0.23,-0.18,-0.24,-0.49
19660729,-0.07,-0.26,-0.21,-0.01,-0.08,-0.38
19660801,-1.89,-1.47,-1.62,-1.3,-1.29,-1.76
19660802,-0.37,-0.27,-0.1,-0.09,0.07,0.23
19660803,0.98,0.88,1.39,0.66,1,1.13
19660804,0.45,0.49,0.83,1.16,0.79,0.99
19660805,0.39,0.09,0.15,-0.27,0.35,0.17
19660808,-0.54,-0.32,-0.23,0.09,-0.36,-0.07
19660809,0.05,0.23,0.06,-0.53,-0.27,-0.09
19660810,-0.45,-0.33,-0.46,-0.17,-0.32,-0.56
19660811,-0.07,0.01,0.22,-0.35,-0.28,0.29
19660812,0.13,0.39,0.79,0.14,-0.05,0.46
19660815,-0.02,-0.19,-0.33,-0.54,-0.54,-0.48
19660816,-1.22,-1.14,-1.44,-1.06,-1.19,-1.43
19660817,-0.9,-0.99,-1.12,-0.69,-0.33,-0.6
19660818,-1.28,-1.08,-1.33,-1.16,-1.17,-1.37
19660819,-0.94,-1.19,-1.34,-0.54,-0.87,-0.66
19660822,-2.19,-2.08,-2.14,-1.76,-1.36,-2.1
19660823,-0.09,0.02,0.34,0.06,-0.28,-0.14
19660824,1.41,0.72,1.3,0.91,1.05,1.43
19660825,-1.17,-0.93,-1.59,-1.11,-0.8,-1.61
19660826,-2.71,-2.36,-2.92,-1.49,-1.73,-2.82
19660829,-3.25,-3.32,-4.28,-2.01,-2.22,-2.85
19660830,0.71,0.67,1.51,1.3,1.14,2.42
19660831,1.8,1.94,1.68,2.15,1.93,1.18
19660901,0.3,0.35,0.37,1.4,0.81,0.36
19660902,-0.26,-0.03,-0.19,-0.37,0.18,-0.69
19660906,-0.41,-0.28,-0.4,-0.68,-0.38,-0.53
19660907,-1.13,-1.3,-1.58,-0.66,-0.65,-1.08
19660908,-0.37,-0.41,-0.34,-0.55,-0.22,-0.38
19660909,0.29,0.24,0.63,0.08,0.11,0.6
19660912,2.01,1.62,2.08,1.97,1.76,2.63
19660913,0.55,0.94,1.15,1.03,0.63,0.27
19660914,0.35,0.38,0.46,0.47,0.72,1.51
19660915,0.64,0.61,0.46,1.04,0.92,1.27
19660916,0.24,0.17,0.33,-0.31,-0.01,0.05
19660919,-0.33,-0.32,-0.1,-0.79,-0.36,-0.43
19660920,-0.25,-0.46,-0.28,-0.07,-1,-0.83
19660921,-1.63,-1.2,-1.76,-1.06,-1.3,-2.41
19660922,-0.08,-0.19,-0.24,0.03,0.11,0.56
19660923,0.02,-0.11,-0.32,0.22,-0.42,-0.49
19660926,0.03,0.23,0.3,0.01,-0.01,0.62
19660927,0.1,0.2,0.37,0.75,0.49,-0.09
19660928,-0.67,-0.71,-1,-0.66,-1.03,-1.62
19660929,-1.3,-1.17,-1.37,-0.65,-0.86,-1.34
19660930,0.18,-0.19,-0.01,0.04,0.29,0.55
19661003,-1.94,-1.92,-2.96,-1.77,-1.59,-2.81
19661004,-1.11,-0.91,-1.16,0.12,0.16,0.37
19661005,-0.79,-0.75,-1.32,-0.3,-0.55,-0.66
19661006,-1.61,-1.72,-2.34,-0.54,-0.48,-1.41
19661007,-1.58,-1.47,-2.2,-0.86,-0.92,-1.55
19661010,0.42,0.63,1.35,1.2,1.04,2.81
19661011,0.66,0.66,0.37,0.86,0.71,0.1
19661012,1.66,1.4,2.12,4.23,1.79,2.68
19661013,0.52,0.52,0.82,-0.52,0.2,0.01
19661014,0.06,0.21,-0.07,-0.2,0.36,-0.96
19661017,0.71,0.3,0.49,1.46,1.01,1.15
19661018,1.25,0.88,1.64,1.42,1.56,1.94
19661019,-0.24,-0.2,-0.49,-0.61,-0.45,-1.11
19661020,-0.33,-0.27,-0.25,-0.01,-0.02,-0.64
19661021,-0.19,-0.41,0.03,0.82,0.14,0.35
19661024,-0.44,0.42,-0.13,-0.03,0.61,0.19
19661025,-0.15,0.1,-0.05,1.17,0.33,0.53
19661026,0.9,0.97,0.88,0.59,1.07,0.8
19661027,0.6,0.91,0.61,1.17,0.86,0.57
19661028,0.61,0.57,0.31,0.12,-0.01,-0.12
19661031,0.24,-0.16,-0.09,-0.26,0.01,0.09
19661101,0.46,0.77,1.12,0.33,0.52,1.42
19661102,-0.19,0.34,0.42,-0.12,-0.06,0.55
19661103,0.07,-0.13,-0.17,-0.35,-0.15,-0.4
19661104,0.3,0.17,0.16,0.12,0.24,0.75
19661107,0.01,0.09,0.11,-0.28,0,0.09
19661109,0.74,0.68,1.08,0.63,0.43,1.27
19661110,0.74,0.71,1.43,0.43,0.63,0.83
19661111,1.06,0.39,0.79,0.11,0.13,-0.05
19661114,-0.28,-0.08,-0.08,-0.52,-0.54,-0.59
19661115,0.27,0.22,0.99,0.4,0.03,0.73
19661116,1.03,1.24,1.49,0.74,0.82,0.84
19661117,-0.2,-0.05,-0.46,-0.75,-0.48,-0.74
19661118,-0.33,-0.38,-0.14,-0.65,-0.46,-0.68
19661121,-1.55,-1.27,-1.6,-1.23,-1.26,-1.54
19661122,-0.66,-0.68,-0.63,-0.81,-0.57,-0.21
19661123,0.82,0.56,1.03,1.06,0.26,0.91
19661125,0.75,0.9,0.92,0.53,0.24,1.35
19661128,-0.14,-0.19,0.4,-0.25,-0.12,0.19
19661129,-0.04,-0.3,0.11,0.13,-0.29,-0.5
19661130,0.22,0.09,0.33,-0.03,-0.17,0.33
19661201,-0.07,-0.09,0.03,-0.63,-0.04,-0.55
19661202,0.09,0.06,0.25,0.18,0.05,-0.06
19661205,0.03,0.02,0.03,-0.12,-0.1,0.39
19661206,0.35,0.1,0.87,0.86,0.67,0.73
19661207,0.74,0.98,0.81,1.49,0.75,1.04
19661208,0.7,0.54,0.04,0.22,0.43,0.47
19661209,0.47,0.55,0.65,0.13,0.35,0.19
19661212,0.93,0.94,1.43,0.89,0.69,1.37
19661213,-0.43,0.02,-0.18,-0.47,-0.38,-0.1
19661214,0.47,0.51,0.83,-0.41,0.01,0.13
19661215,-0.45,-0.69,-0.56,-1.54,-0.45,-1.36
19661216,0.2,0.31,0.45,-0.03,-0.1,0.07
19661219,-0.34,-0.21,-0.05,0.02,-0.28,-0.4
19661220,-0.31,-0.62,-0.8,0.16,-0.42,-0.61
19661221,0.56,0.86,0.85,0.7,0.44,0.37
19661222,0.37,0.58,0.74,0.68,0.58,0.01
19661223,0.25,0.24,-0.08,-0.18,0.03,-0.62
19661227,-0.14,-0.24,-0.77,-0.57,-0.34,-0.69
19661228,-0.76,-0.64,-0.95,-0.49,-0.63,-0.23
19661229,-0.82,-0.55,-1.01,-0.49,-0.43,-0.14
19661230,-0.32,-0.34,0.38,0.39,-0.31,-0.1
19670103,1.6,1.01,0.78,-0.77,0,0.42
19670104,0.31,0.23,0.35,0.02,0.27,0.22
19670105,2.27,1.51,1.96,0.83,1.38,1.38
19670106,1.35,1.27,1.53,0.27,0.76,0.85
19670109,1.34,1.14,1.74,0.81,0.41,1.08
19670110,0.41,0.6,0.14,0.16,-0.05,-0.1
19670111,1.36,0.74,1.23,0.73,0.61,1
19670112,0.91,1.09,0.74,0.8,0.54,0.41
19670113,0.57,1.02,1.03,0.88,0.62,0.55
19670116,0.25,0.11,0.25,-0.34,0.03,-0.3
19670117,0.76,1.24,1.32,1.26,0.91,1.23
19670118,0.32,0.34,0.1,1.16,0.34,0.43
19670119,0.59,0.44,0.21,0.23,-0.08,-0.07
19670120,1.17,0.87,1.53,0.12,0.2,0.41
19670123,0.59,0.5,0.68,0.3,0,0.62
19670124,0.19,0.45,0.47,0.57,0.05,0.06
19670125,-0.3,-0.22,0,-0.62,-0.46,-0.92
19670126,0.41,0.27,0.73,-0.12,0.13,-0.1
19670127,0.98,0.49,1.28,0.2,0.32,0.66
19670130,1.09,0.92,1.09,0.07,0.59,0.73
19670131,0.01,-0.02,0.25,0.42,0.09,-0.42
19670201,0.13,0.14,0.22,-0.1,-0.24,-0.21
19670202,0.6,0.41,0.37,0.02,0.53,0.41
19670203,1.31,0.72,1.09,0.55,0.77,0.7
19670206,0.32,0.07,-0.18,-0.1,-0.13,-0.19
19670207,0.08,0.13,0.01,-0.23,-0.04,-0.21
19670208,1.15,1.02,1.21,0.46,0.64,1.32
19670209,-0.95,-0.34,-0.69,-0.56,-0.14,-0.41
19670210,0.47,0.43,0.91,0.09,-0.02,0.48
19670213,0.67,0.55,0.59,0.12,-0.15,0.27
19670214,0.93,0.79,1,0.91,0.62,0.73
19670215,-0.26,0.23,0.05,0.28,-0.13,0.15
19670216,-0.15,-0.2,-0.33,0,-0.48,-0.59
19670217,0.23,-0.02,-0.11,0.16,-0.12,0.08
19670220,-0.56,-0.43,-0.36,-0.37,-0.5,-0.58
19670221,0.09,0.04,0.81,-0.1,-0.12,0.08
19670223,0.27,-0.04,0.2,0.1,0.05,0.22
